"question","options","answer"
"学生有下列哪些情形之一，学校可予退学处理？","学业成绩未达到学校要求或者在学校规定的学习年限内未完成学业的 | 休学、保留学籍期满，在学校规定期限内未提出复学申请或者申请复学经复查不合格的 | 根据学校指定医院诊断，患有疾病或者意外伤残不能继续在校学习的 | 未经批准连续两周未参加学校规定的教学活动的 | 超过学校规定期限未注册而又未履行暂缓注册手续的","学业成绩未达到学校要求或者在学校规定的学习年限内未完成学业的 | 休学、保留学籍期满，在学校规定期限内未提出复学申请或者申请复学经复查不合格的 | 根据学校指定医院诊断，患有疾病或者意外伤残不能继续在校学习的 | 未经批准连续两周未参加学校规定的教学活动的 | 超过学校规定期限未注册而又未履行暂缓注册手续的"
"学生有下列哪些情形之一，学校可以给予开除学籍处分？","违反宪法，反对四项基本原则、破坏安定团结、扰乱社会秩序的 | 触犯国家法律，构成刑事犯罪的 | 受到治安管理处罚，情节严重、性质恶劣的 | 代替他人或者让他人代替自己参加考试、组织作弊、使用通讯设备或其他器材作弊的 | 学位论文存在抄袭、篡改、伪造等学术不端行为，情节严重的","违反宪法，反对四项基本原则、破坏安定团结、扰乱社会秩序的 | 触犯国家法律，构成刑事犯罪的 | 受到治安管理处罚，情节严重、性质恶劣的 | 代替他人或者让他人代替自己参加考试、组织作弊、使用通讯设备或其他器材作弊的 | 学位论文存在抄袭、篡改、伪造等学术不端行为，情节严重的"
"学生违反学校关于学生宿舍管理的有关规定，视其情节轻重，给予下列哪些处分？","未经批准，随便调换、私自占用学生宿舍或出租床位，经批评教育不改者 | 未经批准擅自留宿非本宿舍成员，经批评教育不改者 | 宿舍内使用明火、违规电器，私拉电线者 | 住宿生未经批准，私自在校外租房住者 | 在学生宿舍内饲养宠物，经劝阻无效者","住宿生未经批准，私自在校外租房住者 | 在学生宿舍内饲养宠物，经劝阻无效者 | 宿舍内使用明火、违规电器，私拉电线者 | 未经批准擅自留宿非本宿舍成员，经批评教育不改者"
"学生违法违纪后，有下列哪些情形之一，从重或者加重处分？","违法、违纪行为的主要责任人或组织者 | 强迫、唆使他人违法、违纪的 | 串供、抵赖或者伪造、销毁、隐匿证据的 | 阻止他人揭发检举、提供证据材料的 | 包庇同案人员或者打击报复批评人、检举人、控告人、证人及其他人员的","串供、抵赖或者伪造、销毁、隐匿证据的 | 包庇同案人员或者打击报复批评人、检举人、控告人、证人及其他人员的 | 强迫、唆使他人违法、违纪的 | 违法、违纪行为的主要责任人或组织者 | 阻止他人揭发检举、提供证据材料的"
"根据《普通高等学校学生管理规定》，学生在校期间依法享有下列哪些权利？","参加学校教育教学计划安排的各项活动，使用学校提供的教育教学资源 | 参加社会实践、志愿服务、勤工助学、文娱体育及科技文化创新等活动 | 申请奖学金、助学金及助学贷款 | 在思想品德、学业成绩等方面获得科学、公正评价，完成学校规定学业后获得相应的学历证书、学位证书 | 在校内组织、参加学生团体，以适当方式参与学校管理","参加社会实践、志愿服务、勤工助学、文娱体育及科技文化创新等活动 | 在思想品德、学业成绩等方面获得科学、公正评价，完成学校规定学业后获得相应的学历证书、学位证书 | 在校内组织、参加学生团体，以适当方式参与学校管理 | 申请奖学金、助学金及助学贷款"
"根据《普通高等学校学生管理规定》，学生在校期间依法履行下列哪些义务？","遵守宪法和法律、法规 | 遵守学校章程和规章制度 | 恪守学术道德，完成规定学业 | 按规定缴纳学费及有关费用 | 遵守学生行为规范，尊敬师长，养成良好的思想品德和行为习惯","恪守学术道德，完成规定学业 | 按规定缴纳学费及有关费用 | 遵守学校章程和规章制度 | 遵守学生行为规范，尊敬师长，养成良好的思想品德和行为习惯"
"根据《福州大学学生住宿管理办法》，以下哪些行为是禁止的？","擅自调换、私占、出借、出租、转让床位 | 留宿非本宿舍成员 | 私拉电线、使用违规电器 | 宿舍内饲养宠物 | 高空抛物","擅自调换、私占、出借、出租、转让床位 | 留宿非本宿舍成员 | 私拉电线、使用违规电器 | 宿舍内饲养宠物 | 高空抛物"
"根据《福州大学本科生综合素质评价参考细则》，以下哪些情况属于宿舍违纪扣分行为？","无故迟到早退 | 夜不归宿 | 保管或使用违规电器 | 在宿舍或教室吸烟 | 留宿非本宿舍人员","保管或使用违规电器 | 在宿舍或教室吸烟 | 夜不归宿 | 无故迟到早退 | 留宿非本宿舍人员"
"根据《福州大学本科生转专业管理实施办法》，学生有下列哪些情形之一的，不得转专业？","国家有相关规定或者录取前与学校有明确约定的 | 定向生、高水平运动队 | 中外合作办学、闽台高校联合培养人才项目的学生 | 本科四年级（含）以上学生 | 保留入学资格、保留学籍、休学期间的","国家有相关规定或者录取前与学校有明确约定的 | 定向生、高水平运动队 | 中外合作办学、闽台高校联合培养人才项目的学生 | 本科四年级（含）以上学生 | 保留入学资格、保留学籍、休学期间的"
"根据《福州大学本科生转学管理实施办法（暂行）》，学生有下列哪些情形之一，不得转学？","入学未满一学期或者毕业前一年的 | 高考成绩低于拟转入学校相关专业同一生源地相应年份录取成绩的 | 由低学历层次转为高学历层次的 | 以定向就业录取的 | 无正当转学理由的","入学未满一学期或者毕业前一年的 | 高考成绩低于拟转入学校相关专业同一生源地相应年份录取成绩的 | 由低学历层次转为高学历层次的 | 以定向就业录取的 | 无正当转学理由的"
"根据《福州大学考场规则》，以下哪些行为属于考试违规行为？","携带手机进入考场 | 考试中交头接耳、左顾右盼 | 夹带与考试内容相关的材料 | 考试宣布结束时继续答题 | 将试卷和草稿纸带走","携带手机进入考场 | 考试中交头接耳、左顾右盼 | 夹带与考试内容相关的材料 | 考试宣布结束时继续答题 | 将试卷和草稿纸带走"
"根据《普通高等学校学生管理规定》，学生在校期间依法享有下列哪些权利？","参加社会实践、志愿服务、勤工助学、文娱体育及科技文化创新等活动 | 申请奖学金、助学金及助学贷款 | 在思想品德、学业成绩等方面获得科学、公正评价，完成学校规定学业后获得相应的学历证书、学位证书 | 在校内组织、参加学生团体，以适当方式参与学校管理 | 遵守学校章程和规章制度","参加社会实践、志愿服务、勤工助学、文娱体育及科技文化创新等活动 | 申请奖学金、助学金及助学贷款 | 在思想品德、学业成绩等方面获得科学、公正评价，完成学校规定学业后获得相应的学历证书、学位证书 | 在校内组织、参加学生团体，以适当方式参与学校管理"
"学生违反学校关于学生宿舍管理的有关规定，视其情节轻重，给予下列哪些处分？","未经批准擅自留宿非本宿舍成员，经批评教育不改者 | 宿舍内使用明火、违规电器，私拉电线者 | 住宿生未经批准，私自在校外租房住者 | 在学生宿舍内饲养宠物，经劝阻无效者 | 按时熄灯就寝的","未经批准擅自留宿非本宿舍成员，经批评教育不改者 | 宿舍内使用明火、违规电器，私拉电线者 | 住宿生未经批准，私自在校外租房住者 | 在学生宿舍内饲养宠物，经劝阻无效者"
"学生有下列哪些情形之一，学校可予退学处理？","休学、保留学籍期满，在学校规定期限内未提出复学申请或者申请复学经复查不合格的 | 根据学校指定医院诊断，患有疾病或者意外伤残不能继续在校学习的 | 未经批准连续两周未参加学校规定的教学活动的 | 超过学校规定期限未注册而又未履行暂缓注册手续的 | 一学期旷课累计达20学时的","休学、保留学籍期满，在学校规定期限内未提出复学申请或者申请复学经复查不合格的 | 根据学校指定医院诊断，患有疾病或者意外伤残不能继续在校学习的 | 未经批准连续两周未参加学校规定的教学活动的 | 超过学校规定期限未注册而又未履行暂缓注册手续的"
"根据《福州大学考场规则》，以下哪些行为属于考试违规行为？","考试中交头接耳、左顾右盼 | 夹带与考试内容相关的材料 | 考试宣布结束时继续答题 | 将试卷和草稿纸带走 | 按指定座位入座参加考试","考试中交头接耳、左顾右盼 | 夹带与考试内容相关的材料 | 考试宣布结束时继续答题 | 将试卷和草稿纸带走"
"根据《福州大学本科生综合素质评价参考细则》，以下哪些情况属于宿舍违纪扣分行为？","夜不归宿 | 保管或使用违规电器 | 在宿舍或教室吸烟 | 留宿非本宿舍人员 | 按时熄灯就寝","夜不归宿 | 保管或使用违规电器 | 在宿舍或教室吸烟 | 留宿非本宿舍人员"
"根据《福州大学本科生转学管理实施办法（暂行）》，学生有下列哪些情形之一，不得转学？","高考成绩低于拟转入学校相关专业同一生源地相应年份录取成绩的 | 由低学历层次转为高学历层次的 | 以定向就业录取的 | 无正当转学理由的 | 因患病或者有特殊困难需要转学的","高考成绩低于拟转入学校相关专业同一生源地相应年份录取成绩的 | 由低学历层次转为高学历层次的 | 以定向就业录取的 | 无正当转学理由的"
